Name,Brand,Price,Currency,Image,AltText,NewImage,URL,ProductID,Size,Supplier,Origin,Category_1,Category_2,Highlights,Description
Afia Sunflower Oil - 800 ml,Afia,72.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha6/h12/15173294915614/544730_main.jpg_200Wx200H,Afia Sunflower Oil - 800 ml,https://cdnprod.mafretailproxy.com/sys-master-root/hc4/h38/15173295046686/544730_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/sunflower-oil/afia-sunflower-oil-800m/p/544730,544730,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,This oil also helps keep the heart healthy and warm on festivities.,"Relish your favorite dishes with the Afia sunflower oil without worrying about health.
It's an active, safe, and light oil filled with essential nutrients such as cholesterol, vitamins, and fatty acids.
Not only this oil makes food taste good, but it also makes it easy to digest.
This oil also helps keep the heart healthy and warm on festivities."
Harvest Plain Fava Beans - 400 gram,Harvest,14.5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h20/h85/14786619605022/17115_main.jpg_200Wx200H,Harvest Plain Fava Beans - 400 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h61/h81/14786619736094/17115_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/foul-medamas-broad-beans/harvest-foul-medames-400g/p/17115,17115,400g,Carrefour,Egypt,Food Cupboard,"Tins, Jars & Packets","This Harvest foul has a savory flavor that refreshes your palate and senses to give you a kick-start for the day.
You can add it in the stew or have it on its own, either ways you are sure to get hooked to it.","The Harvest Foul Medames gives you a perfect kick-start to your day with its deliciousness.
It is made from the most excellent quality ingredients that help you get the most authentic taste.
This Harvest foul has a savory flavor that refreshes your palate and senses to give you a kick-start for the day.
You can add it in the stew or have it on its own, either ways you are sure to get hooked to it."
Ganna Vegetable Ghee - 700 gram,Ganna,59.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc7/hed/51411619545118/200Wx200H_92289_main.jpg,Ganna Vegetable Ghee - 700 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h8f/he3/51411619840030/1700Wx1700H_92289_main.jpg,https://www.carrefouregypt.com/mafegy/en/vegetable-ghee/ganna-vegetable-ghee-700g/p/92289,92289,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"It is used in cooking all kinds of food, especially modern kitchen dishes and a wide range of sweets and the most delicious recipes.
Alfa market offers you the best types of ghee that are indispensable in the most delicious dishes.","Delicious dishes need high-quality cooking ingredients such as ghee, which is characterized by a distinctive taste and rich aroma.
It is used in cooking all kinds of food, especially modern kitchen dishes and a wide range of sweets and the most delicious recipes.
Alfa market offers you the best types of ghee that are indispensable in the most delicious dishes."
Asil Sunflower Oil - 2.25 Liters,Al Asil,166.55,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h19/hf2/15070718623774/383864_main.jpg_200Wx200H,Asil Sunflower Oil - 2.25 Liters,https://cdnprod.mafretailproxy.com/sys-master-root/h5a/hee/15070718754846/383864_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/sunflower-oil/al-asil-sunflower-oil-2-25l/p/383864,383864,2.25L,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"It is an active, safe, and light oil filled with essential nutrients such as cholesterol, vitamins, and fatty acids.
Not only does this oil help you make food that tastes good, it also makes food easy to digest.","Relish your favorite dishes with the Al-Asil Sunflower Oil without worrying about health.
It is an active, safe, and light oil filled with essential nutrients such as cholesterol, vitamins, and fatty acids.
Not only does this oil help you make food that tastes good, it also makes food easy to digest."
Italiano Pasta Fettucini - 400 grams,Italiano,19,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h24/h4e/14610711773214/411452_main.jpg_200Wx200H,Italiano Pasta Fettucini - 400 grams,https://cdnprod.mafretailproxy.com/sys-master-root/h15/h48/14610711904286/411452_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spaghetti/italiano-pasta-fettucini-400g/p/411452,411452,400g,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses","You can prepare hot delicious pasta using Italiano Pasta in a fairly lesser time.
The perfect hollow center of the pasta helps hold sauce and makes it more delicious.","Italiano Fettucini Pasta is made with 100% fine quality durum wheat.
Very healthy since it is nil cholesterol, nil fat, and a good source of iron, protein, and fiber.
You can prepare hot delicious pasta using Italiano Pasta in a fairly lesser time.
The perfect pasta helps hold the sauce and makes it more delicious."
Afia Corn Oil - 1.6 Liter,Afia,168.05,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8b/h49/30197841625118/480687_main.jpg_200Wx200H,Afia Corn Oil - 1.6 Liter,https://cdnprod.mafretailproxy.com/sys-master-root/hcc/h45/30197841756190/480687_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/corn-oil/afia-corn-oil-1-6l/p/480687,480687,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"Not only does the oil make the food taste good, but it also makes it easy to digest.","Eat without worrying about your health with the Afia corn oil.
This is an active, safe, and light oil that is filled with essential nutrients, including vitamins, antioxidants, and fatty acids not only does the oil make the food taste good, but it also makes it easy to digest."
Imtenan Clover Blossom Pure Bee Honey - 800 gram,Imtenan,164.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6c/h65/14854070370334/262288_main.jpg_200Wx200H,Imtenan Clover Blossom Pure Bee Honey - 800 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h7b/h6b/14854070501406/262288_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/natural-honey/imtenan-honey-800g/p/262288,262288,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","Produced from the flowers of sweet clover, alfalfa, and other clover flower blossoms.
Clover blossoms are viewed as producing the most desirable honey flavor in the world.","Distinguished for its delicate taste and popular flavor.
Produced from the flowers of sweet clover, alfalfa, and other clover flower blossoms.
Clover blossoms are viewed as producing the most desirable honey flavor in the world."
Crystal Vegetable Gold Ghee - 2.5kg,Crystal,199,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h91/h41/15070708727838/393103_main.jpg_200Wx200H,Crystal Vegetable Gold Ghee - 2.5kg,https://cdnprod.mafretailproxy.com/sys-master-root/h50/h45/15070708858910/393103_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/vegetable-ghee/crystal-vegetable-ghee-gold-2-5k/p/393103,393103,2.5Kg,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"The ghee ranks high in nutrients to offer you enhanced nourishment.
Keeps you nourished thanks to the rich nutrient content.
Sure to add flavor to your food thanks to the delicious taste.","Enhance the taste of food by using the Crystal Gold Vegetable Ghee.
It has a classic taste and is sure to satisfy your palate.
The ghee ranks high in nutrients to offer you enhanced nourishment.
Keeps you nourished thanks to the rich nutrient content.
Sure to add flavor to your food thanks to the delicious taste."
ElBawady Tahina - 470 gram + Molasses - 350 gram,El bawadi,98.45,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h54/h3b/44951079518238/200Wx200H_107940_main.jpg,ElBawady Tahina - 470 gram + Molasses - 350 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h94/h37/44951079649310/1700Wx1700H_107940_main.jpg,https://www.carrefouregypt.com/mafegy/en/tahini/elbawady-tahina-470g-molasse-350g/p/107940,107940,,Carrefour,Egypt,Food Cupboard,"Condiments, Dressings & Marinades","The El Bawadi Tahina is a delicious condiment made up of toasted ground sesame.
It is made up of natural ingredients that offer texture, taste, and flavor to your food.
It is a major ingredient in hummus, baba ghanoush, or separately as a savory dish.
Tahina is a popular Middle Eastern topping that is best served as a side dish with oriental meat dishes, fish dishes, as a dip or complimentary to molasses or as a salad (Hummus, Tahina Salad), made of 100% pure sesame.
There are a variety of nutrients in it, including protein, healthy fat, minerals and many others.","Make plate full of varieties with the El Bawadi Molasses.
It is filled with the goodness of sugarcane nutrients that supports the immune system.
The molasses makes an ideal replacement for regular sweetening agents.
It can be used in the preparation of cakes, pastries, candies and more.
deep, rich flavor that will linger on your palate for a long time.
The El Bawadi Tahina is a delicious condiment made up of toasted ground sesame.
It is made up of natural ingredients that offer texture, taste, and flavor to your food.
It is a major ingredient in hummus, baba ghanoush, or separately as a savory dish.
Tahina is a popular Middle Eastern topping that is best served as a side dish with oriental meat dishes, fish dishes, as a dip or complimentary to molasses or as a salad (Hummus, Tahina Salad), made of 100% pure sesame.
There are a variety of nutrients in it, including protein, healthy fat, minerals and many others."
Afia Plus Corn Oil - 800ml,Afia,79.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1b/h39/15173295079454/546294_main.jpg_200Wx200H,Afia Plus Corn Oil - 800ml,https://cdnprod.mafretailproxy.com/sys-master-root/h3d/h3f/15173295210526/546294_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/corn-oil/afia-corn-plus-800-ml/p/546294,546294,800ml,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"It is rich in nutrients and antioxidants, which cut down on bad cholesterol and protect your body from harmful radicals.","Afia Corn oil is produced to the highest quality and is ideal for the preparation of healthy food.
It is rich in nutrients and antioxidants, which cut down on bad cholesterol and protect your body from harmful radicals."
Harvest Tomato Paste - 320 gram,Harvest,24.05,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h01/h8c/14952321908766/322974_main.jpg_200Wx200H,Harvest Tomato Paste - 320 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h6c/hd7/14952322039838/322974_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/tomato-paste/harvest-tomato-paste-320g/p/322974,322974,320g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"tomato paste gives your dishes a bright and natural tomatoes colour along with the right flavour of tanginess and perfect consistency and thickness.
This product could be your secret to consistently delicious cooking.","Harvest Tomato Paste is a product made from fresh, ripened and hand-picked tomatoes.
tomato paste gives your dishes a bright and natural tomatoes colour along with the right flavour of tanginess and perfect consistency and thickness.
This product could be your secret to consistently delicious cooking."
N1 Shredded Tuna  - 140 Gram,N1,25.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd4/h8a/14818395389982/308268_main.jpg_200Wx200H,N1 Shredded Tuna  - 140 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/hf7/h90/14818395521054/308268_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/tuna/n1-tuna-shredded-140g/p/308268,308268,,Carrefour,Egypt,Food Cupboard,"Tins, Jars & Packets","These chunks are provided in a properly sealed tin to keep them fresh.
Every pack is thoroughly quality checked before dispatching and it is ensured that you get to derive maximum nutrients from the fish.","N1 Shredded Tuna are delicious, moist and succulent.
They can make for yummy tuna fillings for sandwiches or wraps.
N1 Shredded Tuna carries the scent making this tuna highly flavoured.
Its versatility extends to a wide variety of uses from tuna casserole, sushi, seafood pies, or added to salads and cooked with pasta.
These chunks are provided in a properly sealed tin to keep them fresh.
Every pack is thoroughly quality checked before dispatching and it is ensured that you get to derive maximum nutrients from the fish."
Italiano Pasta Vermicelli - 400 Gm,Italiano,19,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h43/hb5/14610715312158/411462_main.jpg_200Wx200H,Italiano Pasta Vermicelli - 400 Gm,https://cdnprod.mafretailproxy.com/sys-master-root/h87/hae/14610715508766/411462_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/vermicelli/italiano-vermicelli-400g/p/411462,411462,400g,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses","It is low in cholesterol and high in fibre.
So you can rest assured that you are eating healthy & tasty food every day.
It is the most delicious pasta you have ever had.
It is also a source of dietary fibre which slows down the absorption of carbohydrates and fats in the body, thereby making you feel satiated for a longer period of time.","Pasta is crafted from the finest durum semolina and turned into mouth-watering and nutritious meals.
It is low in cholesterol and high in fibre.
So you can rest assured that you are eating healthy & tasty food every day.
It is the most delicious pasta you have ever had.
It is also a source of dietary fibre which slows down the absorption of carbohydrates and fats in the body, thereby making you feel satiated for a longer period of time."
Al Doha Popcorn - 500 Gram,El Doha,40,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7d/h57/34710145171486/17995_main.jpg_200Wx200H,Al Doha Popcorn - 500 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/hf4/h60/34710145400862/17995_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/black-eyed-peas/eldoha-popcorn-500g/p/17995,17995,,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses",Used in making the easiest and tastiest popcorn dish.,"Selected out of the finest crops.
Contains high ratios of fibers and antioxidants as it's considered to be a useful and healthy meal.
Used in making the easiest and tastiest popcorn dish."
El-Bawadi Molasses - 680 gram,El bawadi,37.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h04/h9a/44951078895646/200Wx200H_107939_main.jpg,El-Bawadi Molasses - 680 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h8a/h48/44951079157790/1700Wx1700H_107939_main.jpg,https://www.carrefouregypt.com/mafegy/en/loose-honey/el-bawadi-molasses-680g/p/107939,107939,700g,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","This El Bawadi molasses has a distinctive, mildly sweet taste that gives a delicious flavour to Ell your confectioneries.
It is an excellent and healthy substitute for sugar and can be used to cook and bake Ell kinds of confectioneries.
Extracted purely from sugarcane to deliver you with a premium quality molasses.
Rich source of antioxidants, calcium and potassium that boost your immune system.
Mildly sweet taste of the molasses gives a distinctive flavour to your dish.
Ideally used as a sweetener while baking or as a syrup for pancakes.","Bake Ell your favourite confectioneries without having to worry about the sugar content with the El Bawadi pure sugarcane molasses.
Made from sugarcane, the molasses is an excellent source of calcium that helps in keeping your bones strong and boosts your overall health.
This El Bawadi molasses has a distinctive, mildly sweet taste that gives a delicious flavour to Ell your confectioneries.
It is an excellent and healthy substitute for sugar and can be used to cook and bake Ell kinds of confectioneries.
Extracted purely from sugarcane to deliver you with a premium quality molasses.
Rich source of antioxidants, calcium and potassium that boost your immune system.
Mildly sweet taste of the molasses gives a distinctive flavour to your dish.
Ideally used as a sweetener while baking or as a syrup for pancakes."
